,artist_id,artist_url,artist_name,extracted_at
40,3Bnq7jiU506HcPjRgQ43TM,https://open.spotify.com/artist/3Bnq7jiU506HcPjRgQ43TM,Milton Nascimento,12/07/2024 21:44:56
41,6gEzJZrbm0F4ihvE9iXR9z,https://open.spotify.com/artist/6gEzJZrbm0F4ihvE9iXR9z,Péricles,12/07/2024 21:44:56
42,13kMpt8IdcHcdxPLcJrgU2,https://open.spotify.com/artist/13kMpt8IdcHcdxPLcJrgU2,Christopher Larkin,12/07/2024 21:44:56
43,7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,12/07/2024 21:44:56
44,0WwSkZ7LtFUFjGjMZBMt6T,https://open.spotify.com/artist/0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,12/07/2024 21:44:56
45,3bBWKHfpepPOychRNFzg4q,https://open.spotify.com/artist/3bBWKHfpepPOychRNFzg4q,Al Di Meola,12/07/2024 21:44:56
46,0A0FS04o6zMoto8OKPsDwY,https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY,YG,12/07/2024 21:44:56
47,0OTbmw4nbgWHiTyqhmz72s,https://open.spotify.com/artist/0OTbmw4nbgWHiTyqhmz72s,John Roseboro,12/07/2024 21:44:56
48,0c173mlxpT3dSFRgMO8XPh,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,Big Sean,12/07/2024 21:44:56
49,6meTcQ79DrfkIuSLPZkpBg,https://open.spotify.com/artist/6meTcQ79DrfkIuSLPZkpBg,The Story So Far,12/07/2024 21:44:56
