,artist_id,artist_url,artist_name,extracted_at
40,6aaMZ3fcfLv4tEbmY7bjRM,https://open.spotify.com/artist/6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad,12/07/2024 21:44:57
41,74XFHRwlV6OrjEM0A2NCMF,https://open.spotify.com/artist/74XFHRwlV6OrjEM0A2NCMF,Paramore,12/07/2024 21:44:57
42,2N4EYkIlG1kv25g6Wv8LGI,https://open.spotify.com/artist/2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,12/07/2024 21:44:57
43,2qnpHrOzdmOo1S4ox3j17x,https://open.spotify.com/artist/2qnpHrOzdmOo1S4ox3j17x,Turnstile,12/07/2024 21:44:57
44,46gyXjRIvN1NL1eCB8GBxo,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,All Time Low,12/07/2024 21:44:57
45,4sTQVOfp9vEMCemLw50sbu,https://open.spotify.com/artist/4sTQVOfp9vEMCemLw50sbu,Galantis,12/07/2024 21:44:57
46,4xPQFgDA5M2xa0ZGo5iIsv,https://open.spotify.com/artist/4xPQFgDA5M2xa0ZGo5iIsv,¥$,12/07/2024 21:44:57
47,0c173mlxpT3dSFRgMO8XPh,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,Big Sean,12/07/2024 21:44:57
48,1W2Fv4YUnjC8hx2qQd6fGh,https://open.spotify.com/artist/1W2Fv4YUnjC8hx2qQd6fGh,Stand Atlantic,12/07/2024 21:44:57
49,1lKZzN2d4IqiEYxyECIEHI,https://open.spotify.com/artist/1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,12/07/2024 21:44:57
